Date,2804- A/C Watts,2804- A/C Amps,2804- A/C kWh,2804- AHU Watts,2804- AHU Amps,2804- AHU kWh,2804- HRV Watts,2804- HRV Amps,2804- HRV kWh,2804-Tankless WaterHeater Watts,2804-Tankless WaterHeater Amps,2804-Tankless WaterHeater kWh,2804- Range (1) Watts,2804- Range (1) Amps,2804- Range (1) kWh,2804- Range (2) Watts,2804- Range (2) Amps,2804- Range (2) kWh,2804- Dryer (1) Watts,2804- Dryer (1) Amps,2804- Dryer (1) kWh,2804- Dryer (2) Watts,2804- Dryer (2) Amps,2804- Dryer (2) kWh,2804- KitchenCounterPlugs Watts,2804- KitchenCounterPlugs Amps,2804- KitchenCounterPlugs kWh,2804- Fridge Watts,2804- Fridge Amps,2804- Fridge kWh,2804- Living Room Plugs Watts,2804- Living Room Plugs Amps,2804- Living Room Plugs kWh,2804- Washing Machine Watts,2804- Washing Machine Amps,2804- Washing Machine kWh,2804- Dishwasher Watts,2804- Dishwasher Amps,2804- Dishwasher kWh,2804- Bedroom Plugs Watts,2804- Bedroom Plugs Amps,2804- Bedroom Plugs kWh,2804- Main Electricity 1 Watts,2804- Main Electricity 1 Amps,2804- Main Electricity 1 kWh,2804- Main Electricity 2 Watts,2804- Main Electricity 2 Amps,2804- Main Electricity 2 kWh,01021542 Voltage Avg Volts,2804- Cold Water  Avg C,2804- Hot Water Avg C,2804- Return Air Avg C,2804- Cold Water  Cubic Meter,2804- Hot Water  Cubic Meter,2804- Natural Gas Cubic Foot
2024-09-18 23:59:00,0,0.08,0.00000,298.57,4.106,0.00498,109.1,0.897,0.00182,0,0,0.00000,0,0.031,0.00000,0,0.12,0.00000,0,0.12,0.00000,266.13,4.618,0.00444,0,0,0.00000,87.63,0.723,0.00146,217.53,1.828,0.00363,79.07,1.365,0.00132,0,0.08,0.00000,21.78,0.383,0.00036,430.1,3.649,0.00717,705.02,8.551,0.01175,121.47500,16.50000,25.00000,23.50000,0.00000,0.00000,0.00000
2024-09-18 23:58:00,0,0.08,0.00000,297.67,4.078,0.00496,108.5,0.886,0.00181,0,0,0.00000,0,0.012,0.00000,0,0.12,0.00000,2087.15,18.011,0.03479,2339.13,20.965,0.03899,0,0,0.00000,87.65,0.728,0.00146,325.37,2.838,0.00542,89.6,1.448,0.00149,0,0.08,0.00000,21.67,0.38,0.00036,2592.93,22.237,0.04322,2764.42,24.746,0.04607,121.12500,16.50000,25.00000,23.50000,0.00000,0.00000,0.00000
2024-09-18 23:57:00,0,0.08,0.00000,297.78,4.085,0.00496,108.62,0.889,0.00181,0,0,0.00000,0,0.006,0.00000,0,0.12,0.00000,1267.23,11.146,0.02112,1525.5,14.706,0.02543,0,0,0.00000,87.98,0.737,0.00147,574.13,5.14,0.00957,85.77,1.44,0.00143,0,0.074,0.00000,21.8,0.388,0.00036,2035.05,17.612,0.03392,1958.45,18.694,0.03264,121.14200,16.50000,25.00000,23.50000,0.00000,0.00000,0.00000
2024-09-18 23:56:00,0,0.083,0.00000,298.37,4.097,0.00497,108.92,0.894,0.00182,0,0,0.00000,0,0.018,0.00000,0,0.123,0.00000,0,0.12,0.00000,267.02,4.618,0.00445,0,0,0.00000,88.33,0.735,0.00147,573.18,5.129,0.00955,87.75,1.382,0.00146,0,0.068,0.00000,21.48,0.382,0.00036,781.18,6.734,0.01302,714.08,8.662,0.01190,121.46700,16.50000,25.00000,23.50000,0.00000,0.00000,0.00000
2024-09-18 23:55:00,0,0.083,0.00000,298.45,4.069,0.00497,108.87,0.892,0.00181,0,0,0.00000,0,0.031,0.00000,0,0.123,0.00000,0,0.12,0.00000,269.25,4.635,0.00449,0,0,0.00000,88.22,0.735,0.00147,562.35,5.048,0.00937,86.62,1.198,0.00144,0,0.062,0.00000,21.97,0.389,0.00037,770.63,6.651,0.01284,715.38,8.469,0.01192,121.57500,16.50000,25.00000,23.50000,0.00000,0.00000,0.00000
2024-09-18 23:54:00,0,0.08,0.00000,298.13,4.074,0.00497,108.9,0.895,0.00182,0,0,0.00000,0,0.031,0.00000,0,0.122,0.00000,0,0.118,0.00000,266.6,4.625,0.00444,0,0,0.00000,88.35,0.734,0.00147,391.02,3.457,0.00652,69.15,1.185,0.00115,0,0.074,0.00000,21.47,0.383,0.00036,604.97,5.162,0.01008,695.97,8.425,0.01160,121.44200,16.88000,25.00000,23.50000,0.00000,1.00000,0.00000
2024-09-18 23:53:00,0,0.08,0.00000,298.75,4.129,0.00498,108.83,0.894,0.00181,0,0,0.00000,0,0.031,0.00000,0,0.12,0.00000,0,0.12,0.00000,268.1,4.617,0.00447,0,0,0.00000,88.4,0.735,0.00147,217.27,1.823,0.00362,101.38,1.597,0.00169,0,0.068,0.00000,21.62,0.392,0.00036,429.52,3.655,0.00716,730.52,8.775,0.01218,121.29200,17.00000,25.00000,23.50000,0.00000,0.00000,0.00000
2024-09-18 23:52:00,0,0.08,0.00000,297.55,4.169,0.00496,108.4,0.891,0.00181,0,0,0.00000,0,0.025,0.00000,0,0.12,0.00000,2069.07,17.991,0.03448,2321.38,20.955,0.03869,0,0,0.00000,88.65,0.74,0.00148,215.93,1.822,0.00360,338.72,4.163,0.00565,0,0.074,0.00000,22.1,0.392,0.00037,2476.1,21.295,0.04127,2999.22,27.131,0.04999,120.95800,17.00000,25.00000,23.50000,0.00000,0.00000,0.00000
2024-09-18 23:51:00,0,0.08,0.00000,297.75,4.085,0.00496,108.53,0.894,0.00181,0,0,0.00000,0,0.025,0.00000,0,0.12,0.00000,1270.72,11.131,0.02118,1531.47,14.706,0.02552,0,0,0.00000,88.97,0.745,0.00148,375.02,3.329,0.00625,203.18,2.718,0.00339,0,0.08,0.00000,21.7,0.392,0.00036,1842.03,15.937,0.03070,2076.58,19.966,0.03461,121.16700,17.00000,25.00000,23.50000,0.00000,0.00000,0.00000
2024-09-18 23:50:00,0,0.082,0.00000,297.78,4.088,0.00496,108.62,0.888,0.00181,0,0,0.00000,0,0.043,0.00000,0,0.122,0.00000,0,0.12,0.00000,270.47,4.617,0.00451,0,0,0.00000,89.35,0.748,0.00149,562.75,5.045,0.00938,95.57,1.388,0.00159,0,0.08,0.00000,21.65,0.386,0.00036,770.88,6.651,0.01285,721.97,8.498,0.01203,121.43300,16.63000,25.00000,23.50000,0.00000,0.00000,0.00000
2024-09-18 23:49:00,0,0.082,0.00000,298.12,4.077,0.00497,108.72,0.894,0.00181,0,0,0.00000,0,0.031,0.00000,0,0.12,0.00000,0,0.12,0.00000,268.7,4.628,0.00448,0,0,0.00000,89.83,0.751,0.00150,546.72,4.914,0.00911,76.22,1.392,0.00127,0,0.08,0.00000,21.75,0.388,0.00036,755.7,6.542,0.01260,705.23,8.515,0.01175,121.35800,16.50000,25.00000,23.50000,0.00000,0.00000,0.00000
2024-09-18 23:48:00,0,0.08,0.00000,297.68,4.078,0.00496,108.75,0.894,0.00181,0,0,0.00000,0,0.031,0.00000,0,0.12,0.00000,0,0.117,0.00000,269.85,4.623,0.00450,0,0,0.00000,90.08,0.755,0.00150,526.02,4.752,0.00877,89.15,1.551,0.00149,0,0.074,0.00000,21.77,0.388,0.00036,735.67,6.388,0.01226,718.75,8.755,0.01198,121.43300,16.50000,25.00000,23.50000,0.00000,0.00000,0.00000
2024-09-18 23:47:00,0,0.08,0.00000,297.87,4.097,0.00496,108.62,0.889,0.00181,0,0,0.00000,0,0.031,0.00000,0,0.12,0.00000,0,0.12,0.00000,270.95,4.614,0.00452,0,0,0.00000,90.5,0.757,0.00151,453.5,3.942,0.00756,80.75,1.288,0.00135,0,0.08,0.00000,21.6,0.389,0.00036,663.8,5.615,0.01106,711.33,8.491,0.01186,121.06700,16.50000,25.00000,23.50000,0.00000,0.00000,0.00000
2024-09-18 23:46:00,0,0.08,0.00000,298.82,4.146,0.00498,108.4,0.894,0.00181,0,0,0.00000,0,0.031,0.00000,0,0.12,0.00000,2062.18,17.846,0.03437,2315.38,20.791,0.03859,0,0,0.00000,90.15,0.755,0.00150,100.68,0.849,0.00168,81.58,1.194,0.00136,0,0.074,0.00000,41.93,0.549,0.00070,2357.85,20.186,0.03930,2761.27,24.591,0.04602,120.75000,16.50000,25.00000,23.50000,0.00000,0.00000,0.00000
2024-09-18 23:45:00,0,0.08,0.00000,298.48,4.132,0.00497,108.57,0.894,0.00181,1.08,0.38,0.00002,0,0.049,0.00000,0,0.122,0.00000,1281.23,11.122,0.02135,1541.8,14.702,0.02570,0,0,0.00000,90.23,0.755,0.00150,88.33,0.769,0.00147,118.05,1.834,0.00197,0,0.068,0.00000,89.27,0.889,0.00149,1582.3,13.514,0.02637,2084.4,19.282,0.03474,121.16700,16.50000,25.00000,23.50000,0.00000,0.00000,0.00000
2024-09-18 23:44:00,0,0.082,0.00000,298.48,4.126,0.00497,108.72,0.895,0.00181,0,0,0.00000,0,0.037,0.00000,0,0.12,0.00000,0,0.12,0.00000,268.88,4.62,0.00448,0,0,0.00000,91.92,0.76,0.00153,88.6,0.771,0.00148,86.23,1.251,0.00144,0,0.08,0.00000,89.27,0.878,0.00149,307.03,2.729,0.00512,784.02,8.838,0.01307,121.34200,16.54000,25.00000,23.50000,0.00000,1.00000,0.00000
2024-09-18 23:43:00,0,0.086,0.00000,298.53,4.126,0.00498,108.82,0.892,0.00181,0,0,0.00000,0,0.025,0.00000,0,0.123,0.00000,0,0.12,0.00000,271.85,4.617,0.00453,0,0,0.00000,88.03,0.728,0.00147,89.1,0.777,0.00149,99.8,1.517,0.00166,0,0.068,0.00000,86.9,0.86,0.00145,304.2,2.698,0.00507,797.65,9.18,0.01329,121.30800,17.00000,25.00000,23.50000,0.00000,1.00000,0.00000
2024-09-18 23:42:00,0,0.08,0.00000,298.35,4.125,0.00497,108.58,0.892,0.00181,0,0,0.00000,0,0.049,0.00000,0,0.123,0.00000,0,0.12,0.00000,268.53,4.611,0.00448,0,0,0.00000,87.83,0.723,0.00146,88.9,0.777,0.00148,56.23,0.882,0.00094,0,0.068,0.00000,87.12,0.858,0.00145,303.07,2.668,0.00505,752.57,8.465,0.01254,121.17500,17.63000,25.00000,23.50000,0.00000,0.00000,0.00000
2024-09-18 23:41:00,0,0,0.00000,298.27,4.142,0.00497,108.65,0.894,0.00181,0,0,0.00000,0,0.018,0.00000,0,0.12,0.00000,0,0.12,0.00000,270.75,4.615,0.00451,0,0,0.00000,87.95,0.728,0.00147,88.73,0.772,0.00148,44.02,1.109,0.00073,0,0.074,0.00000,86.9,0.86,0.00145,302.93,2.686,0.00505,741.28,8.658,0.01235,121.20000,18.46000,25.00000,23.50000,0.00000,1.00000,0.00000
2024-09-18 23:40:00,0,0.08,0.00000,298.6,4.212,0.00498,108.27,0.894,0.00180,0,0,0.00000,0,0.031,0.00000,0,0.12,0.00000,2046.27,17.471,0.03410,2301.93,20.428,0.03837,0,0,0.00000,87.63,0.731,0.00146,88.47,0.772,0.00147,335.17,4.434,0.00559,0,0.074,0.00000,87.22,0.86,0.00145,2327.67,19.714,0.03879,3043.37,27.26,0.05072,120.80800,18.50000,25.00000,23.50000,0.00000,0.00000,0.00000
2024-09-18 23:39:00,0,0.08,0.00000,298.58,4.126,0.00498,108.47,0.895,0.00181,0,0,0.00000,0,0.031,0.00000,0,0.12,0.00000,1295.1,11.105,0.02159,1556.92,14.695,0.02595,0,0,0.00000,87.9,0.728,0.00147,88.95,0.777,0.00148,198.97,2.663,0.00332,0,0.074,0.00000,87.08,0.858,0.00145,1592.98,13.482,0.02655,2177.47,20.303,0.03629,121.05000,18.50000,25.00000,23.50000,0.00000,0.00000,0.00000
2024-09-18 23:38:00,0,0.082,0.00000,298.5,4.132,0.00498,108.47,0.889,0.00181,0,0,0.00000,0,0.031,0.00000,0,0.12,0.00000,0,0.12,0.00000,269.65,4.617,0.00449,0,0,0.00000,88.03,0.734,0.00147,88.85,0.78,0.00148,108.28,1.674,0.00180,0,0.074,0.00000,87.6,0.86,0.00146,303.52,2.686,0.00506,806.08,9.266,0.01343,120.96700,18.50000,25.00000,23.50000,0.00000,0.00000,0.00000
2024-09-18 23:37:00,0,0.08,0.00000,298.2,4.12,0.00497,108.58,0.894,0.00181,0,0,0.00000,0,0.031,0.00000,0,0.12,0.00000,0,0.12,0.00000,268.07,4.622,0.00447,0,0,0.00000,87.87,0.729,0.00146,89.68,0.785,0.00149,47.88,0.825,0.00080,0,0.08,0.00000,87.37,0.86,0.00146,304.23,2.683,0.00507,744.4,8.32,0.01241,121.22500,18.50000,25.00000,23.50000,0.00000,0.00000,0.00000
2024-09-18 23:36:00,0,0.082,0.00000,298.32,4.115,0.00497,108.53,0.891,0.00181,0,0,0.00000,0,0.018,0.00000,0,0,0.00000,0,0.12,0.00000,270.28,4.629,0.00450,0,0,0.00000,87.67,0.726,0.00146,89.45,0.782,0.00149,70.03,1.346,0.00117,0,0.08,0.00000,87.97,0.86,0.00147,303.3,2.68,0.00506,769.3,8.802,0.01282,121.20800,18.50000,25.00000,23.50000,0.00000,0.00000,0.00000
2024-09-18 23:35:00,0,0.082,0.00000,297.93,4.123,0.00497,108.45,0.894,0.00181,0,0,0.00000,0,0.012,0.00000,0,0.122,0.00000,0,0.12,0.00000,268.45,4.608,0.00447,0,0,0.00000,87.9,0.728,0.00147,89.1,0.78,0.00149,65.65,1.142,0.00109,0,0.08,0.00000,87.78,0.86,0.00146,303.3,2.692,0.00506,761.05,8.646,0.01268,120.92500,18.25000,25.00000,23.50000,0.00000,0.00000,0.00000
2024-09-18 23:34:00,0,0.08,0.00000,297.68,4.108,0.00496,107.88,0.886,0.00180,0,0,0.00000,0,0.018,0.00000,0,0.12,0.00000,2023.58,16.903,0.03373,2277.43,19.822,0.03796,0,0,0.00000,87.78,0.729,0.00146,88.42,0.778,0.00147,53.32,0.929,0.00089,0,0.08,0.00000,88.07,0.863,0.00147,2304.47,19.08,0.03841,2739.25,23.622,0.04565,120.51700,18.00000,25.00000,23.50000,0.00000,0.00000,0.00000
2024-09-18 23:33:00,0,0.08,0.00000,297.48,4.112,0.00496,108,0.894,0.00180,0,0,0.00000,0,0.018,0.00000,0,0.122,0.00000,1303.15,11.066,0.02172,1563.85,14.646,0.02606,0,0,0.00000,87.75,0.726,0.00146,88.43,0.774,0.00147,48.85,0.852,0.00081,0,0.08,0.00000,204.07,1.874,0.00340,1600.2,13.443,0.02667,2143.27,19.208,0.03572,120.52500,18.00000,25.00000,23.50000,0.00000,0.00000,0.00000
2024-09-18 23:32:00,0,0.083,0.00000,298.62,4.128,0.00498,108.3,0.891,0.00181,0,0,0.00000,0,0.031,0.00000,0,0.12,0.00000,0,0.12,0.00000,268.1,4.606,0.00447,0,0,0.00000,87.87,0.728,0.00146,89.07,0.774,0.00148,84.02,1.306,0.00140,0,0.062,0.00000,386.07,3.315,0.00643,303.92,2.671,0.00507,1064.27,10.715,0.01774,121.06700,18.00000,25.00000,23.50000,0.00000,0.00000,0.00000
2024-09-18 23:31:00,0,0.08,0.00000,297.65,4.132,0.00496,108.27,0.897,0.00180,0,0,0.00000,0,0.031,0.00000,0,0.122,0.00000,0,0.12,0.00000,269.42,4.614,0.00449,0,0,0.00000,87.8,0.731,0.00146,88.87,0.772,0.00148,99.42,1.471,0.00166,0,0.074,0.00000,388.3,3.325,0.00647,303.58,2.683,0.00506,1084.3,10.957,0.01807,120.92500,18.00000,25.00000,23.50000,0.00000,0.00000,0.00000
2024-09-18 23:30:00,0,0.083,0.00000,298.35,4.143,0.00497,108.48,0.897,0.00181,0,0,0.00000,0,0.012,0.00000,0,0.12,0.00000,0,0.12,0.00000,271.35,4.62,0.00452,0,0,0.00000,87.95,0.729,0.00147,88.32,0.766,0.00147,113.68,1.658,0.00189,0,0.068,0.00000,387.32,3.345,0.00646,302.12,2.677,0.00504,1098,11.12,0.01830,121.05000,18.00000,25.00000,23.50000,0.00000,0.00000,0.00000
2024-09-18 23:29:00,0,0.082,0.00000,298.37,4.142,0.00497,108.43,0.889,0.00181,0,0,0.00000,0,0.018,0.00000,0,0.122,0.00000,0,0.12,0.00000,272.73,4.623,0.00455,0,0,0.00000,88.12,0.732,0.00147,88.45,0.769,0.00147,157.03,1.866,0.00262,0,0.062,0.00000,388.67,3.357,0.00648,302.88,2.689,0.00505,1145.12,11.371,0.01909,121.08300,17.67000,25.00000,23.50000,0.00000,0.00000,0.00000
2024-09-18 23:28:00,0,0.082,0.00000,297.37,4.135,0.00496,108.1,0.892,0.00180,0,0,0.00000,0,0.043,0.00000,0,0.12,0.00000,2017.25,16.198,0.03362,2275.68,19.357,0.03793,0,0,0.00000,87.97,0.731,0.00147,88.13,0.772,0.00147,141.1,1.677,0.00235,0,0.074,0.00000,387.32,3.346,0.00646,2299.15,18.482,0.03832,3114.98,26.165,0.05192,120.68300,17.50000,25.00000,23.50000,0.00000,0.00000,0.00000
2024-09-18 23:27:00,0,0.08,0.00000,297.9,4.145,0.00497,108.05,0.894,0.00180,0,0,0.00000,0,0.031,0.00000,0,0.122,0.00000,1312.52,11.04,0.02188,1573.55,14.645,0.02623,0,0,0.00000,88.12,0.732,0.00147,88.05,0.771,0.00147,135.25,1.822,0.00225,0,0.074,0.00000,388.53,3.352,0.00648,1600.73,13.409,0.02668,2409.47,21.483,0.04016,120.84200,17.50000,25.00000,23.50000,0.00000,0.00000,0.00000
2024-09-18 23:26:00,0,0.08,0.00000,297.95,4.137,0.00497,108.2,0.891,0.00180,0,0,0.00000,0,0.018,0.00000,0,0.123,0.00000,0,0.118,0.00000,270.25,4.628,0.00450,0,0,0.00000,88.17,0.729,0.00147,87.92,0.769,0.00147,133.57,1.866,0.00223,0,0.068,0.00000,388.83,3.34,0.00648,302.82,2.683,0.00505,1121.67,11.358,0.01869,120.97500,17.50000,25.00000,23.50000,0.00000,0.00000,0.00000
2024-09-18 23:25:00,0,0.083,0.00000,298.78,4.175,0.00498,108.28,0.892,0.00180,0,0,0.00000,0,0.037,0.00000,0,0.122,0.00000,0,0.12,0.00000,268.9,4.629,0.00448,0,0,0.00000,88.37,0.735,0.00147,88.68,0.775,0.00148,156.3,2.262,0.00261,0,0.08,0.00000,390.2,3.343,0.00650,304.12,2.698,0.00507,1144.8,11.706,0.01908,120.96700,17.50000,25.00000,23.50000,0.00000,0.00000,0.00000
2024-09-18 23:24:00,0,0.085,0.00000,299.22,4.134,0.00499,108.92,0.897,0.00182,0,0,0.00000,0,0.025,0.00000,0,0.12,0.00000,0,0.12,0.00000,271,4.671,0.00452,0,0,0.00000,88.58,0.732,0.00148,88.95,0.772,0.00148,142.42,1.974,0.00237,0,0.08,0.00000,390.92,3.355,0.00652,304.82,2.695,0.00508,1131.83,11.474,0.01886,121.54200,17.21000,25.00000,23.50000,0.00000,0.00000,0.00000
2024-09-18 23:23:00,0,0.083,0.00000,298.52,4.117,0.00498,108.97,0.898,0.00182,0,0,0.00000,0,0.006,0.00000,0,0.12,0.00000,0,0.12,0.00000,272.63,4.686,0.00454,0,0,0.00000,88.9,0.735,0.00148,89.35,0.782,0.00149,137.67,1.629,0.00229,0,0.074,0.00000,393.28,3.377,0.00655,306,2.695,0.00510,1130.18,11.129,0.01884,121.51700,17.00000,25.00000,23.50000,0.00000,0.00000,0.00000
2024-09-18 23:22:00,0,0.083,0.00000,298.22,4.128,0.00497,108.28,0.892,0.00180,0,0,0.00000,0,0.025,0.00000,0,0.12,0.00000,2017.32,16.217,0.03362,2273.43,19.368,0.03789,0,0,0.00000,88.77,0.738,0.00148,88.8,0.778,0.00148,140.53,1.798,0.00234,0,0.068,0.00000,385.43,3.345,0.00642,2291.75,18.503,0.03820,3101.18,26.142,0.05169,120.88300,17.00000,25.00000,23.50000,0.00000,0.00000,0.00000
2024-09-18 23:21:00,0,0.082,0.00000,298.52,4.138,0.00498,108.55,0.892,0.00181,0,0,0.00000,0,0.043,0.00000,0,0.12,0.00000,1335.23,11.063,0.02225,1598.45,14.683,0.02664,0,0,0.00000,89.15,0.738,0.00149,88.08,0.765,0.00147,159.88,2.275,0.00266,0,0.08,0.00000,387.27,3.355,0.00645,1624.67,13.448,0.02708,2458.92,21.84,0.04098,121.17500,17.00000,25.25000,23.50000,0.00000,0.00000,0.00000
2024-09-18 23:20:00,0,0.083,0.00000,298.37,4.132,0.00497,108.73,0.895,0.00181,0,0,0.00000,0,0.031,0.00000,0,0.12,0.00000,0,0.12,0.00000,273.22,4.685,0.00455,0,0,0.00000,89.2,0.745,0.00149,88.88,0.78,0.00148,190.07,2.449,0.00317,0,0.068,0.00000,386.97,3.342,0.00645,305.48,2.705,0.00509,1177.05,11.985,0.01962,121.20800,16.96000,25.50000,23.50000,0.00000,0.00000,0.00000
2024-09-18 23:19:00,0,0,0.00000,298.37,4.112,0.00497,108.98,0.895,0.00182,1.1,0.375,0.00002,0,0.031,0.00000,0,0,0.00000,0,0,0.00000,274.57,4.703,0.00458,0,0,0.00000,89.52,0.749,0.00149,89.2,0.778,0.00149,149.15,2.234,0.00249,0,0.074,0.00000,387.23,3.332,0.00645,306.18,2.714,0.00510,1137.82,11.734,0.01896,121.40000,16.50000,25.50000,23.50000,0.00000,0.00000,0.00000
2024-09-18 23:18:00,0,0.085,0.00000,299.43,4.117,0.00499,108.97,0.894,0.00182,1.12,0.383,0.00002,0,0.025,0.00000,0,0,0.00000,0,0,0.00000,274.63,4.715,0.00458,0,0,0.00000,89.68,0.745,0.00149,89.33,0.772,0.00149,179.52,2.386,0.00299,0,0.08,0.00000,388.35,3.312,0.00647,306.32,2.717,0.00511,1174.63,11.908,0.01958,121.52500,16.50000,25.50000,23.50000,0.00000,0.00000,0.00000
2024-09-18 23:17:00,0,0.08,0.00000,298.57,4.086,0.00498,108.98,0.895,0.00182,0,0,0.00000,0,0.031,0.00000,0,0.123,0.00000,0,0.12,0.00000,271.58,4.718,0.00453,0,0,0.00000,89.68,0.746,0.00149,89.58,0.78,0.00149,156.32,2.178,0.00261,0,0.074,0.00000,390.87,3.335,0.00651,306.82,2.705,0.00511,1149.17,11.712,0.01915,121.55000,16.50000,25.50000,23.50000,0.00000,0.00000,0.00000
2024-09-18 23:16:00,0,0.08,0.00000,297.7,4.095,0.00496,108.47,0.892,0.00181,0,0,0.00000,0,0.031,0.00000,0,0.12,0.00000,2006.32,16.231,0.03344,2257.23,19.418,0.03762,0,0,0.00000,90.2,0.752,0.00150,88.73,0.774,0.00148,140.15,2.025,0.00234,0,0.068,0.00000,393.33,3.375,0.00656,2284.03,18.54,0.03807,3096.93,26.558,0.05162,121.13300,16.92000,25.50000,23.50000,0.00000,0.00000,0.00000
2024-09-18 23:15:00,0,0.08,0.00000,298.33,4.042,0.00497,108.62,0.897,0.00181,0,0,0.00000,0,0.012,0.00000,0,0.122,0.00000,1353.13,11.06,0.02255,1615.28,14.722,0.02692,0,0,0.00000,90.77,0.757,0.00151,88.73,0.771,0.00148,142.95,1.868,0.00238,0,0.08,0.00000,389.58,3.36,0.00649,1653.7,13.46,0.02756,2471.45,21.668,0.04119,121.20000,17.42000,25.50000,23.50000,0.00000,1.00000,0.00000
2024-09-18 23:14:00,0,0.08,0.00000,298.07,4.075,0.00497,108.8,0.892,0.00181,0,0,0.00000,0,0.037,0.00000,0,0,0.00000,0,0,0.00000,276.02,4.745,0.00460,0,0,0.00000,93,0.772,0.00155,88.72,0.772,0.00148,59.62,0.983,0.00099,0,0.074,0.00000,398.42,3.411,0.00664,309.47,2.748,0.00516,1060.83,10.665,0.01768,121.45000,17.50000,25.50000,23.50000,0.00000,0.00000,0.00000
2024-09-18 23:13:00,0,0.083,0.00000,298.2,4.069,0.00497,109.03,0.895,0.00182,0,0,0.00000,0,0.043,0.00000,0,0.123,0.00000,0,0.12,0.00000,276.23,4.763,0.00460,0,0,0.00000,94.07,0.782,0.00157,88.72,0.768,0.00148,49.73,0.889,0.00083,0,0.074,0.00000,360.7,3.083,0.00601,309.82,2.745,0.00516,1015.93,10.309,0.01693,121.60800,18.17000,25.50000,23.50000,0.00000,0.00000,0.00000
2024-09-18 23:12:00,0,0.082,0.00000,298.32,4.098,0.00497,108.83,0.892,0.00181,0,0,0.00000,0,0.037,0.00000,0,0,0.00000,0,0,0.00000,274.77,4.771,0.00458,0,0,0.00000,94.05,0.777,0.00157,88.63,0.768,0.00148,63.4,0.863,0.00106,0,0.074,0.00000,339.95,2.863,0.00567,310.67,2.742,0.00518,1009.22,10.191,0.01682,121.29200,20.04000,25.50000,23.50000,0.00000,1.00000,0.00000
2024-09-18 23:11:00,0,0.082,0.00000,298.3,4.112,0.00497,108.93,0.898,0.00182,0,0,0.00000,0,0.012,0.00000,0,0.12,0.00000,0,0.12,0.00000,277.02,4.792,0.00462,0,0,0.00000,94.32,0.786,0.00157,89.23,0.778,0.00149,10.88,0.231,0.00018,0,0.068,0.00000,373.7,3.208,0.00623,309.97,2.732,0.00517,1007.82,9.978,0.01680,121.40800,22.29000,25.50000,23.50000,0.00000,0.00000,0.00000
2024-09-18 23:10:00,0,0.08,0.00000,297.77,4.125,0.00496,108.28,0.889,0.00180,1.32,0.375,0.00002,0,0.025,0.00000,0,0,0.00000,1981.95,16.225,0.03303,2246.4,19.485,0.03744,0,0,0.00000,105.28,0.88,0.00175,88.68,0.768,0.00148,21.45,0.52,0.00036,0,0.068,0.00000,374.23,3.208,0.00624,2282.87,18.662,0.03805,2953.05,25.188,0.04922,121.09200,22.00000,25.50000,23.50000,0.00000,0.00000,0.00000
2024-09-18 23:09:00,0,0.083,0.00000,297.62,4.122,0.00496,108.28,0.888,0.00180,0,0,0.00000,0,0.049,0.00000,0,0.12,0.00000,2774.13,23.44,0.04624,3032.3,26.071,0.05054,0,0,0.00000,56.77,0.382,0.00095,88.62,0.774,0.00148,9.92,0.202,0.00017,0,0.08,0.00000,373.73,3.212,0.00623,3012.07,25.155,0.05020,3729.95,31.865,0.06217,121.07500,22.00000,25.50000,23.50000,0.00000,0.00000,0.00000
2024-09-18 23:08:00,0,0.08,0.00000,297.98,4.106,0.00497,108.53,0.889,0.00181,0,0,0.00000,0,0.031,0.00000,0,0.12,0.00000,845.62,7.529,0.01409,948.98,8.258,0.01582,0,0,0.00000,0,0.125,0.00000,89.1,0.78,0.00149,0,0.123,0.00000,0,0.074,0.00000,374.78,3.217,0.00625,1059.33,9.291,0.01766,1708.58,15.146,0.02848,121.26700,22.00000,25.83000,23.50000,0.00000,0.00000,0.00000
2024-09-18 23:07:00,0,0.082,0.00000,298.78,4.12,0.00498,108.93,0.894,0.00182,0,0,0.00000,0,0.031,0.00000,0,0.12,0.00000,0,0.12,0.00000,0,0,0.00000,0,0,0.00000,0,0.128,0.00000,90.32,0.794,0.00151,0,0.123,0.00000,0,0.074,0.00000,374.17,3.208,0.00624,215.37,2.048,0.00359,775.98,7.489,0.01293,121.30000,22.00000,26.00000,23.50000,0.00000,0.00000,0.00000
2024-09-18 23:06:00,0,0.08,0.00000,298.47,4.117,0.00497,108.92,0.895,0.00182,0,0,0.00000,0,0.018,0.00000,0,0.122,0.00000,0,0.12,0.00000,0,0,0.00000,0,0,0.00000,0,0.129,0.00000,90.97,0.797,0.00152,0,0.126,0.00000,0,0.08,0.00000,374.03,3.208,0.00623,216.65,2.051,0.00361,774.28,7.458,0.01290,121.27500,22.00000,26.00000,23.50000,0.00000,0.00000,0.00000
2024-09-18 23:05:00,0,0.08,0.00000,298.78,4.114,0.00498,108.98,0.895,0.00182,0,0,0.00000,0,0.018,0.00000,0,0.12,0.00000,0,0.12,0.00000,0,0,0.00000,0,0,0.00000,0,0.134,0.00000,91.02,0.798,0.00152,0,0.131,0.00000,0,0.08,0.00000,373.43,3.195,0.00622,216.07,2.048,0.00360,775.4,7.477,0.01292,121.50800,22.00000,26.00000,23.50000,0.00000,0.00000,0.00000
